SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS_PERIOD,KWH_DAILY,TOTAL_INVOICE,CV_SITE
0086BR,2019-02-01,2019-02-28,13243,"1 382,65",28,473.0,35,11.57
0086BR,2019-03-01,2019-03-31,14133,"1 469,29",31,455.9,35,11.57
0086BR,2019-04-01,2019-04-30,13829,"1 438,21",30,461.0,35,11.57
0086BR,2019-05-01,2019-05-31,13949,"1 450,45",31,450.0,35,11.57
0086BR,2019-06-01,2019-06-30,13913,"1 446,73",30,463.8,35,11.57
0086BR,2019-07-01,2019-07-31,14522,"1 508,76",31,468.5,35,11.57
0086BR,2019-08-01,2019-08-31,14910,"1 548,27",31,481.0,35,11.57
0086BR,2019-09-01,2019-09-30,13767,"1 431,86",30,458.9,35,11.57
0086BR,2019-10-01,2019-10-31,13779,"1 433,09",31,444.5,35,11.57
0086BR,2019-11-01,2019-11-30,12710,"1 324,21",30,423.7,35,11.57
0086BR,2019-12-01,2019-12-31,13099,"1 363,83",31,422.5,35,11.57
0086BR,2020-01-01,2020-01-31,13309,"1 657,67",31,429.3,35,11.57
0086BR,2020-02-01,2020-02-29,11926,"1 488,48",29,411.2,35,11.57
0086BR,2020-03-01,2020-03-31,13228,"1 639,54",31,426.7,35,11.57
0086BR,2020-04-01,2020-04-30,12832,"1 591,35",30,427.7,35,11.57
0086BR,2020-05-01,2020-05-31,13198,"1 635,89",31,425.7,35,11.57
0086BR,2020-06-01,2020-06-30,13839,"1 713,89",30,461.3,35,11.57
0086BR,2020-07-01,2020-07-31,14432,"1 786,06",31,465.5,35,11.57
0086BR,2020-08-01,2020-08-31,14667,"1 814,66",31,473.1,35,11.57
0086BR,2020-09-01,2020-09-30,13587,"1 683,23",30,452.9,35,11.57
0086BR,2020-10-01,2020-10-31,13495,"1 672,05",31,435.3,35,11.57
0086BR,2020-11-01,2020-11-30,12847,"1 593,17",30,428.2,35,11.57
0086KO,2018-01-01,2018-01-31,1533,"190,70",31,49.5,35,5.85
0086KO,2018-02-01,2018-02-28,1443,"179,86",28,51.5,35,5.85
0086KO,2018-03-01,2018-03-31,1531,"190,46",31,49.4,35,5.85
0086KO,2018-04-01,2018-04-30,1429,"178,17",30,47.6,35,5.85
0086KO,2018-05-01,2018-05-31,1477,"183,95",31,47.6,35,5.85
0086KO,2018-06-01,2018-06-30,1430,"178,29",30,47.7,35,5.85
0086KO,2018-07-01,2018-07-31,1484,"184,90",31,47.9,35,5.85
0086KO,2018-08-01,2018-08-31,1490,"185,63",31,48.1,35,5.85
0086KO,2018-09-01,2018-09-30,1429,"179,40",30,47.6,35,5.85
0086KO,2018-10-01,2018-10-31,1484,"186,07",31,47.9,35,5.85
0086KO,2018-11-01,2018-11-30,1456,"182,67",30,48.5,35,5.85
0086KO,2018-12-01,2018-12-31,1541,"192,99",31,49.7,35,5.85
0086KO,2019-01-01,2019-01-31,1598,"219,60",31,51.5,35,5.85
0086KO,2019-02-01,2019-02-28,1375,"189,80",28,49.1,35,5.85
0086KO,2019-03-01,2019-03-31,1489,"205,03",31,48.0,35,5.85
0086KO,2019-04-01,2019-04-30,1431,"197,28",30,47.7,35,5.85
0086KO,2019-05-01,2019-05-31,1475,"203,16",31,47.6,35,5.85
0086KO,2019-06-01,2019-06-30,1442,"198,75",30,48.1,35,5.85
0086KO,2019-07-01,2019-07-31,1469,"202,36",31,47.4,35,5.85
0086KO,2019-08-01,2019-08-31,1472,"202,76",31,47.5,35,5.85
0086KO,2019-09-01,2019-09-30,1417,"195,41",30,47.2,35,5.85
0086KO,2019-10-01,2019-10-31,1472,"202,76",31,47.5,35,5.85
0086KO,2019-11-01,2019-11-30,1428,"196,88",30,47.6,35,5.85
0086KO,2019-12-01,2019-12-31,1513,"208,24",31,48.8,35,5.85
0086KO,2020-01-01,2020-01-31,1540,"210,82",31,49.7,35,5.85
0086KO,2020-02-01,2020-02-29,1403,"192,67",29,48.4,35,5.85
0086KO,2020-03-01,2020-03-31,1496,"204,99",31,48.3,35,5.85
0086KO,2020-04-01,2020-04-30,1427,"195,85",30,47.6,35,5.85
0086KO,2020-05-01,2020-05-31,1467,"201,15",31,47.3,35,5.85
0086KO,2020-06-01,2020-06-30,1412,"193,86",30,47.1,35,5.85
0086KO,2020-07-01,2020-07-31,1455,"199,56",31,46.9,35,5.85
0086KO,2020-08-01,2020-08-31,1659,"226,58",31,53.5,35,5.85
0086KO,2020-09-01,2020-09-30,1731,"236,12",30,57.7,35,5.85
0086KO,2020-10-01,2020-10-31,1782,"242,88",31,57.5,35,5.85
0086KO,2020-11-01,2020-11-30,1700,"225,21",30,56.7,35,5.85
0087BB,2018-01-01,2018-12-31,27870,"3 787,33",365,76.4,2,9.74
0087BB,2019-01-01,2019-12-31,32022,"4 157,21",365,87.7,2,9.74
0087KO,2018-01-01,2018-03-31,5956,"774,28",90,66.2,11,8.79
0087KO,2018-04-01,2018-06-30,6233,"810,29",91,68.5,11,8.79
0087KO,2018-07-01,2018-09-30,6462,"840,06",92,70.2,11,8.79
0087KO,2018-10-01,2018-12-31,6156,"800,28",92,66.9,11,8.79
0087KO,2019-01-01,2019-03-31,6031,"784,03",90,67.0,11,8.79
0087KO,2019-04-01,2019-06-30,5936,"771,68",91,65.2,11,8.79
0087KO,2019-07-01,2019-09-30,7131,"927,03",92,77.5,11,8.79
0087KO,2019-10-01,2019-12-31,7186,"934,18",92,78.1,11,8.79
0087KO,2020-01-01,2020-03-31,7094,"922,22",91,78.0,11,8.79
0087KO,2020-04-01,2020-06-30,7015,"911,95",91,77.1,11,8.79
0087KO,2020-07-01,2020-09-30,7692,"999,96",92,83.6,11,8.79
0088BB,2018-01-01,2018-01-31,2922,"377,20",31,94.3,35,6.82
0088BB,2018-02-01,2018-02-28,2764,"357,39",28,98.7,35,6.82
0088BB,2018-03-01,2018-03-31,3056,"393,68",31,98.6,35,6.82
0088BB,2018-04-01,2018-04-30,3214,"415,19",30,107.1,35,6.82
0088BB,2018-05-01,2018-05-31,3454,"445,72",31,111.4,35,6.82
0088BB,2018-06-01,2018-06-30,3347,"433,39",30,111.6,35,6.82
0088BB,2018-07-01,2018-07-31,3433,"445,69",31,110.7,35,6.82
0088BB,2018-08-01,2018-08-31,3559,"462,78",31,114.8,35,6.82
0088BB,2018-09-01,2018-09-30,3217,"419,94",30,107.2,35,6.82
0088BB,2018-10-01,2018-10-31,3223,"420,03",31,104.0,35,6.82
0088BB,2018-11-01,2018-11-30,3096,"402,84",30,103.2,35,6.82
0088BB,2018-12-01,2018-12-31,3180,"412,46",31,102.6,35,6.82
0088BB,2019-01-01,2019-01-31,3351,"413,99",31,108.1,35,6.82
0088BB,2019-02-01,2019-02-28,2866,"356,09",28,102.4,35,6.82
0088BB,2019-03-01,2019-03-31,3091,"383,73",31,99.7,35,6.82
0088BB,2019-04-01,2019-04-30,3022,"376,56",30,100.7,35,6.82
0088BB,2019-05-01,2019-05-31,3128,"388,65",31,100.9,35,6.82
0088BB,2019-06-01,2019-06-30,3434,"428,20",30,114.5,35,6.82
0088BB,2019-07-01,2019-07-31,3501,"434,95",31,112.9,35,6.82
0088BB,2019-08-01,2019-08-31,3697,"458,28",31,119.3,35,6.82
0088BB,2019-09-01,2019-09-30,3453,"426,45",30,115.1,35,6.82
0088BB,2019-10-01,2019-10-31,3631,"447,22",31,117.1,35,6.82
0088BB,2019-11-01,2019-11-30,3419,"421,63",30,114.0,35,6.82
0088BB,2019-12-01,2019-12-31,3279,"404,91",31,105.8,35,6.82
0088BB,2020-01-01,2020-01-31,3307,"488,51",31,106.7,35,6.82
0088BB,2020-02-01,2020-02-29,3060,"453,53",29,105.5,35,6.82
0088BB,2020-03-01,2020-03-31,3414,"506,43",31,110.1,35,6.82
0088BB,2020-04-01,2020-04-30,3372,"498,61",30,112.4,35,6.82
0088BB,2020-05-01,2020-05-31,3498,"516,29",31,112.8,35,6.82
0088BB,2020-06-01,2020-06-30,3606,"527,66",30,120.2,35,6.82
0088BB,2020-07-01,2020-07-31,3792,"554,36",31,122.3,35,6.82
0088BB,2020-08-01,2020-08-31,3876,"564,00",31,125.0,35,6.82
0088BB,2020-09-01,2020-09-30,3555,"521,14",30,118.5,35,6.82
0088BB,2020-10-01,2020-10-31,3599,"528,09",31,116.1,35,6.82
0088BB,2020-11-01,2020-11-30,3442,"476,85",30,114.7,35,6.82
0088BR,2018-01-01,2018-01-31,2796,"309,91",31,90.2,35,7.46
0088BR,2018-02-01,2018-02-28,2547,"312,79",28,91.0,35,7.46
0088BR,2018-03-01,2018-03-31,2810,"311,28",31,90.6,35,7.46
0088BR,2018-04-01,2018-04-30,2836,"313,29",30,94.5,35,7.46
0088BR,2018-05-01,2018-05-31,3018,"332,23",31,97.4,35,7.46
0088BR,2018-06-01,2018-06-30,2945,"328,91",30,98.2,35,7.46
0088BR,2018-07-01,2018-07-31,3074,"338,14",31,99.2,35,7.46
0088BR,2018-08-01,2018-08-31,3192,"350,18",31,103.0,35,7.46
0088BR,2018-09-01,2018-09-30,2904,"322,48",30,96.8,35,7.46
0088BR,2018-10-01,2018-10-31,2914,"324,38",31,94.0,35,7.46
0088BR,2018-11-01,2018-11-30,2761,"308,22",30,92.0,35,7.46
0088BR,2018-12-01,2018-12-31,2840,"317,02",31,91.6,35,7.46
0088BR,2019-01-01,2019-01-31,2869,"312,43",31,92.5,35,7.46
0088BR,2019-02-01,2019-02-28,2574,"281,39",28,91.9,35,7.46
0088BR,2019-03-01,2019-03-31,2884,"313,87",31,93.0,35,7.46
0088BR,2019-04-01,2019-04-30,2845,"309,36",30,94.8,35,7.46
0088BR,2019-05-01,2019-05-31,2984,"359,34",31,96.3,35,7.46
0088BR,2019-06-01,2019-06-30,3121,"336,85",30,104.0,35,7.46
0088BR,2019-07-01,2019-07-31,3190,"344,25",31,102.9,35,7.46
0088BR,2019-08-01,2019-08-31,3212,"346,49",31,103.6,35,7.46
0088BR,2019-09-01,2019-09-30,3002,"419,28",30,100.1,35,7.46
0088BR,2019-10-01,2019-10-31,3044,"329,93",31,98.2,35,7.46
0088BR,2019-11-01,2019-11-30,2876,"312,77",30,95.9,35,7.46
0088BR,2019-12-01,2019-12-31,2948,"320,76",31,95.1,35,7.46
0088BR,2020-01-01,2020-01-31,2940,"380,27",31,94.8,35,7.46
0088BR,2020-02-01,2020-02-29,2837,"357,54",29,97.8,35,7.46
0088BR,2020-03-01,2020-03-31,3744,"464,22",31,120.8,35,7.46
0088BR,2020-04-01,2020-04-30,3064,"381,47",30,102.1,35,7.46
0088BR,2020-05-01,2020-05-31,3213,"399,60",31,103.6,35,7.46
0088BR,2020-06-01,2020-06-30,3211,"399,36",30,107.0,35,7.46
0088BR,2020-07-01,2020-07-31,3478,"431,85",31,112.2,35,7.46
0088BR,2020-08-01,2020-08-31,3602,"446,94",31,116.2,35,7.46
0088BR,2020-09-01,2020-09-30,3331,"413,96",30,111.0,35,7.46
0088BR,2020-10-01,2020-10-31,3257,"404,96",31,105.1,35,7.46
0088BR,2020-11-01,2020-11-30,3064,"381,47",30,102.1,35,7.46
0088KO,2018-01-01,2018-01-31,3896,"477,26",31,125.7,35,7.52
0088KO,2018-02-01,2018-02-28,3690,"454,61",28,131.8,35,7.52
0088KO,2018-03-01,2018-03-31,4354,"535,54",31,140.5,35,7.52
0088KO,2018-04-01,2018-04-30,3688,"458,79",30,122.9,35,7.52
0088KO,2018-05-01,2018-05-31,4421,"551,30",31,142.6,35,7.52
0088KO,2018-06-01,2018-06-30,4385,"548,56",30,146.2,35,7.52
0088KO,2018-07-01,2018-07-31,4252,"533,63",31,137.2,35,7.52
0088KO,2018-08-01,2018-08-31,4692,"587,44",31,151.4,35,7.52
0088KO,2018-09-01,2018-09-30,3805,"478,05",30,126.8,35,7.52
0088KO,2018-10-01,2018-10-31,4048,"503,17",31,130.6,35,7.52
0088KO,2018-11-01,2018-11-30,4261,"533,48",30,142.0,35,7.52
0088KO,2018-12-01,2018-12-31,4307,"539,07",31,138.9,35,7.52
0088KO,2019-01-01,2019-01-31,4378,"620,96",31,141.2,35,7.52
0088KO,2019-02-01,2019-02-28,3767,"539,81",28,134.5,35,7.52
0088KO,2019-03-01,2019-03-31,4446,"633,56",31,143.4,35,7.52
0088KO,2019-04-01,2019-04-30,4111,"589,52",30,137.0,35,7.52
0088KO,2019-05-01,2019-05-31,4434,"635,17",31,143.0,35,7.52
0088KO,2019-06-01,2019-06-30,4170,"600,48",30,139.0,35,7.52
0088KO,2019-07-01,2019-07-31,4862,"698,18",31,156.8,35,7.52
0088KO,2019-08-01,2019-08-31,4421,"635,30",31,142.6,35,7.52
0088KO,2019-09-01,2019-09-30,4605,"660,77",30,153.5,35,7.52
0088KO,2019-10-01,2019-10-31,5055,"721,01",31,163.1,35,7.52
0088KO,2019-11-01,2019-11-30,3797,"541,83",30,126.6,35,7.52
0088KO,2019-12-01,2019-12-31,4335,"617,95",31,139.8,35,7.52
0088KO,2020-01-01,2020-01-31,4525,"666,99",31,146.0,35,7.52
0088KO,2020-02-01,2020-02-29,3737,"553,45",29,128.9,35,7.52
0088KO,2020-03-01,2020-03-31,4164,"616,69",31,134.3,35,7.52
0088KO,2020-04-01,2020-04-30,4642,"691,80",30,154.7,35,7.52
0088KO,2020-05-01,2020-05-31,4230,"629,00",31,136.5,35,7.52
0088KO,2020-06-01,2020-06-30,4299,"639,26",30,143.3,35,7.52
0088KO,2020-07-01,2020-07-31,4596,"682,97",31,148.3,35,7.52
0088KO,2020-08-01,2020-08-31,4232,"629,30",31,136.5,35,7.52
0088KO,2020-09-01,2020-09-30,4697,"698,21",30,156.6,35,7.52
0088KO,2020-10-01,2020-10-31,3518,"518,38",31,113.5,35,7.52
0088KO,2020-11-01,2020-11-30,4129,"610,01",30,137.6,35,7.52
0089BB,2018-01-01,2018-12-31,23672,"3 253,14",365,64.9,24,4.57
0089BB,2019-01-01,2019-01-31,1942,"258,22",31,62.6,24,4.57
0089BB,2019-02-01,2019-02-28,1761,"222,74",28,62.9,24,4.57
0089BB,2019-03-01,2019-03-31,1959,"246,75",31,63.2,24,4.57
0089BB,2019-04-01,2019-04-30,1929,"243,36",30,64.3,24,4.57
0089BB,2019-05-01,2019-05-31,2005,"252,47",31,64.7,24,4.57
0089BB,2019-06-01,2019-06-30,2057,"259,65",30,68.6,24,4.57
0089BB,2019-07-01,2019-07-31,1926,"243,41",31,62.1,24,4.57
0089BB,2019-08-01,2019-08-31,1802,"228,83",31,58.1,24,4.57
0089BB,2019-09-01,2019-09-30,1788,"226,03",30,59.6,24,4.57
0089BB,2019-10-01,2019-10-31,1846,"232,85",31,59.5,24,4.57
0089BB,2019-11-01,2019-11-30,1761,"222,74",30,58.7,24,4.57
0089BB,2019-12-01,2019-12-31,1796,"226,90",31,57.9,24,4.57
0089BB,2020-01-01,2020-01-31,1796,"260,73",31,57.9,24,4.57
0089BB,2020-02-01,2020-02-29,1729,"251,38",29,59.6,24,4.57
0089BB,2020-03-01,2020-03-31,1878,"273,99",31,60.6,24,4.57
0089BB,2020-04-01,2020-04-30,1883,"274,83",30,62.8,24,4.57
0089BB,2020-05-01,2020-05-31,1943,"283,09",31,62.7,24,4.57
0089BB,2020-06-01,2020-06-30,1902,"277,40",30,63.4,24,4.57
0089BB,2020-07-01,2020-07-31,2028,"294,54",31,65.4,24,4.57
0089BB,2020-08-01,2020-08-31,2064,"299,02",31,66.6,24,4.57
0089BB,2020-09-01,2020-09-30,1930,"279,63",30,64.3,24,4.57
0089BB,2020-10-01,2020-10-31,1959,"283,19",31,63.2,24,4.57
0089BB,2020-11-01,2020-11-30,1861,"257,75",30,62.0,24,4.57
0089BR,2018-01-01,2018-09-10,18350,"2 133,89",253,72.5,3,0.82
0089BR,2018-09-11,2018-12-31,8253,"964,26",112,73.7,3,0.82
0089BR,2019-01-01,2019-12-31,26724,"3 055,43",365,73.2,3,0.82
0089KO,2018-01-01,2018-01-31,1400,"162,12",31,45.2,35,39.4
0089KO,2018-02-01,2018-02-28,1329,"153,90",28,47.5,35,39.4
0089KO,2018-03-01,2018-03-31,1394,"161,43",31,45.0,35,39.4
0089KO,2018-04-01,2018-04-30,1345,"161,80",30,44.8,35,39.4
0089KO,2018-05-01,2018-05-31,1387,"157,98",31,44.7,35,39.4
0089KO,2018-06-01,2018-06-30,1456,"165,84",30,48.5,35,39.4
0089KO,2018-07-01,2018-07-31,1903,"221,13",31,61.4,35,39.4
0089KO,2018-08-01,2018-08-31,1812,"203,13",31,58.5,35,39.4
0089KO,2018-09-01,2018-09-30,1327,"150,88",30,44.2,35,39.4
0089KO,2018-10-01,2018-10-31,1459,"166,62",31,47.1,35,39.4
0089KO,2018-11-01,2018-11-30,1497,"180,69",30,49.9,35,39.4
0089KO,2018-12-01,2018-12-31,1505,"174,73",31,48.5,35,39.4
0089KO,2019-01-01,2019-01-31,1491,"183,24",31,48.1,35,39.4
0089KO,2019-02-01,2019-02-28,1395,"165,71",28,49.8,35,39.4
0089KO,2019-03-01,2019-03-31,1400,"166,46",31,45.2,35,39.4
0089KO,2019-04-01,2019-04-30,1521,"188,60",30,50.7,35,39.4
0089KO,2019-05-01,2019-05-31,1572,"187,07",31,50.7,35,39.4
0089KO,2019-06-01,2019-06-30,201,"24,00",30,6.7,35,39.4
0089KO,2019-07-01,2019-07-31,1560,"183,28",31,50.3,35,39.4
0089KO,2019-08-01,2019-08-31,5133,"601,07",31,165.6,35,39.4
0089KO,2019-09-01,2019-09-30,2222,"263,51",30,74.1,35,39.4
0089KO,2019-10-01,2019-10-31,2385,"280,00",31,76.9,35,39.4
0089KO,2019-11-01,2019-11-30,2267,"286,78",30,75.6,35,39.4
0089KO,2019-12-01,2019-12-31,2423,"285,53",31,78.2,35,39.4
0089KO,2020-01-01,2020-01-31,2432,"297,92",31,78.5,35,39.4
0089KO,2020-02-01,2020-02-28,2188,"268,40",28,78.1,35,39.4
0089KO,2020-03-01,2020-03-31,2260,"292,58",31,72.9,35,39.4
0089KO,2020-04-01,2020-04-30,2425,"388,73",30,80.8,35,39.4
0089KO,2020-05-01,2020-05-31,2445,"427,26",31,78.9,35,39.4
0089KO,2020-06-01,2020-06-30,2400,"332,40",30,80.0,35,39.4
0089KO,2020-07-01,2020-07-31,2639,"325,92",31,85.1,35,39.4
0089KO,2020-08-01,2020-08-31,2436,"299,63",31,78.6,35,39.4
0089KO,2020-09-01,2020-09-30,2468,"305,54",30,82.3,35,39.4
0089KO,2020-10-01,2020-10-31,2580,"338,24",31,83.2,35,39.4
0089KO,2020-11-01,2020-11-30,2338,"386,71",30,77.9,35,39.4
0090BB,2018-01-01,2018-12-31,27149,"3 696,31",365,74.4,2,10.8
0090BB,2019-01-01,2019-12-31,31662,"4 098,81",365,86.7,2,10.8
0090BR,2018-01-01,2018-01-31,2846,"323,81",31,91.8,35,11.35
0090BR,2018-02-01,2018-02-28,2631,"299,44",28,94.0,35,11.35
0090BR,2018-03-01,2018-03-31,2864,"325,62",31,92.4,35,11.35
0090BR,2018-04-01,2018-04-30,2871,"324,34",30,95.7,35,11.35
0090BR,2018-05-01,2018-05-31,3091,"346,05",31,99.7,35,11.35
0090BR,2018-06-01,2018-06-30,3040,"339,61",30,101.3,35,11.35
0090BR,2018-07-01,2018-07-31,3193,"355,59",31,103.0,35,11.35
0090BR,2018-08-01,2018-08-31,3424,"380,08",31,110.5,35,11.35
0090BR,2018-09-01,2018-09-30,3014,"342,18",30,100.5,35,11.35
0090BR,2018-10-01,2018-10-31,3148,"356,79",31,101.5,35,11.35
0090BR,2018-11-01,2018-11-30,2872,"327,48",30,95.7,35,11.35
0090BR,2018-12-01,2018-12-31,2250,"253,59",31,72.6,35,11.35
0090BR,2019-01-01,2019-01-31,2284,"247,44",31,73.7,35,11.35
0090BR,2019-02-01,2019-02-28,2375,"254,29",28,84.8,35,11.35
0090BR,2019-03-01,2019-03-31,2825,"299,44",31,91.1,35,11.35
0090BR,2019-04-01,2019-04-30,2765,"293,57",30,92.2,35,11.35
0090BR,2019-05-01,2019-05-31,2489,"267,34",31,80.3,35,11.35
0090BR,2019-06-01,2019-06-30,2665,"284,03",30,88.8,35,11.35
0090BR,2019-07-01,2019-07-31,2949,"312,66",31,95.1,35,11.35
0090BR,2019-08-01,2019-08-31,2756,"293,63",31,88.9,35,11.35
0090BR,2019-09-01,2019-09-30,2868,"304,56",30,95.6,35,11.35
0090BR,2019-10-01,2019-10-31,2653,"283,61",31,85.6,35,11.35
0090BR,2019-11-01,2019-11-30,2556,"273,58",30,85.2,35,11.35
0090BR,2019-12-01,2019-12-31,2501,"268,71",31,80.7,35,11.35
0090BR,2020-01-01,2020-01-31,2566,"327,58",31,82.8,35,11.35
0090BR,2020-02-01,2020-02-29,2778,"351,43",29,95.8,35,11.35
0090BR,2020-03-01,2020-03-31,2731,"345,08",31,88.1,35,11.35
0090BR,2020-04-01,2020-04-30,2427,"309,03",30,80.9,35,11.35
0090BR,2020-05-01,2020-05-31,2563,"325,48",31,82.7,35,11.35
0090BR,2020-06-01,2020-06-30,2575,"326,50",30,85.8,35,11.35
0090BR,2020-07-01,2020-07-31,2741,"346,48",31,88.4,35,11.35
0090BR,2020-08-01,2020-08-31,2814,"355,22",31,90.8,35,11.35
0090BR,2020-09-01,2020-09-30,3134,"395,04",30,104.5,35,11.35
0090BR,2020-10-01,2020-10-31,3387,"426,38",31,109.3,35,11.35
0090BR,2020-11-01,2020-11-30,3683,"461,40",30,122.8,35,11.35
0090KO,2018-01-01,2018-01-31,1149,"145,64",31,37.1,35,11.57
0090KO,2018-02-01,2018-02-28,1391,"174,79",28,49.7,35,11.57
0090KO,2018-03-01,2018-03-31,2135,"264,43",31,68.9,35,11.57
0090KO,2018-04-01,2018-04-30,1791,"222,99",30,59.7,35,11.57
0090KO,2018-05-01,2018-05-31,1881,"233,83",31,60.7,35,11.57
0090KO,2018-06-01,2018-06-30,1830,"227,69",30,61.0,35,11.57
0090KO,2018-07-01,2018-07-31,1911,"237,58",31,61.6,35,11.57
0090KO,2018-08-01,2018-08-31,1938,"240,83",31,62.5,35,11.57
0090KO,2018-09-01,2018-09-30,1810,"226,83",30,60.3,35,11.57
0090KO,2018-10-01,2018-10-31,1845,"231,07",31,59.5,35,11.57
0090KO,2018-11-01,2018-11-30,1985,"248,06",30,66.2,35,11.57
0090KO,2018-12-01,2018-12-31,2318,"288,47",31,74.8,35,11.57
0090KO,2019-01-01,2019-01-31,2318,"317,01",31,74.8,35,11.57
0090KO,2019-02-01,2019-02-28,1985,"272,52",28,70.9,35,11.57
0090KO,2019-03-01,2019-03-31,2154,"295,10",31,69.5,35,11.57
0090KO,2019-04-01,2019-04-30,1795,"247,13",30,59.8,35,11.57
0090KO,2019-05-01,2019-05-31,2014,"276,39",31,65.0,35,11.57
0090KO,2019-06-01,2019-06-30,2148,"294,30",30,71.6,35,11.57
0090KO,2019-07-01,2019-07-31,2197,"300,84",31,70.9,35,11.57
0090KO,2019-08-01,2019-08-31,2214,"303,11",31,71.4,35,11.57
0090KO,2019-09-01,2019-09-30,2112,"289,48",30,70.4,35,11.57
0090KO,2019-10-01,2019-10-31,2219,"303,78",31,71.6,35,11.57
0090KO,2019-11-01,2019-11-30,2109,"289,08",30,70.3,35,11.57
0090KO,2019-12-01,2019-12-31,2304,"315,14",31,74.3,35,11.57
0090KO,2020-01-01,2020-01-31,2389,"324,65",31,77.1,35,11.57
0090KO,2020-02-01,2020-02-29,2072,"282,66",29,71.4,35,11.57
0090KO,2020-03-01,2020-03-31,2148,"292,72",31,69.3,35,11.57
0090KO,2020-04-01,2020-04-30,2102,"286,63",30,70.1,35,11.57
0090KO,2020-05-01,2020-05-31,2160,"294,31",31,69.7,35,11.57
0090KO,2020-06-01,2020-06-30,2114,"288,22",30,70.5,35,11.57
0090KO,2020-07-01,2020-07-31,2191,"298,42",31,70.7,35,11.57
0090KO,2020-08-01,2020-08-31,2203,"300,01",31,71.1,35,11.57
0090KO,2020-09-01,2020-09-30,2107,"287,29",30,70.2,35,11.57
0090KO,2020-10-01,2020-10-31,2139,"291,53",31,69.0,35,11.57
0090KO,2020-11-01,2020-11-30,2101,"278,33",30,70.0,35,11.57
0091BB,2018-01-01,2018-01-31,1907,"218,10",31,61.5,35,6.92
0091BB,2018-02-01,2018-02-28,1723,"197,25",28,61.5,35,6.92
0091BB,2018-03-01,2018-03-31,1914,"218,89",31,61.7,35,6.92
0091BB,2018-04-01,2018-04-30,1948,"222,75",30,64.9,35,6.92
0091BB,2018-05-01,2018-05-31,2045,"233,74",31,66.0,35,6.92
0091BB,2018-06-01,2018-06-30,2020,"230,91",30,67.3,35,6.92
0091BB,2018-07-01,2018-07-31,2089,"238,73",31,67.4,35,6.92
0091BB,2018-08-01,2018-08-31,2154,"246,09",31,69.5,35,6.92
0091BB,2018-09-01,2018-09-30,2029,"231,93",30,67.6,35,6.92
0091BB,2018-10-01,2018-10-31,2035,"232,61",31,65.6,35,6.92
0091BB,2018-11-01,2018-11-30,1939,"221,73",30,64.6,35,6.92
0091BB,2018-12-01,2018-12-31,2012,"230,00",31,64.9,35,6.92
0091BB,2019-01-01,2019-01-31,1869,"253,98",31,60.3,35,6.92
0091BB,2019-02-01,2019-02-28,1883,"255,87",28,67.2,35,6.92
0091BB,2019-03-01,2019-03-31,2145,"291,19",31,69.2,35,6.92
0091BB,2019-04-01,2019-04-30,2095,"284,45",30,69.8,35,6.92
0091BB,2019-05-01,2019-05-31,2155,"292,54",31,69.5,35,6.92
0091BB,2019-06-01,2019-06-30,2230,"302,65",30,74.3,35,6.92
0091BB,2019-07-01,2019-07-31,2394,"324,76",31,77.2,35,6.92
0091BB,2019-08-01,2019-08-31,2505,"339,72",31,80.8,35,6.92
0091BB,2019-09-01,2019-09-30,2294,"311,28",30,76.5,35,6.92
0091BB,2019-10-01,2019-10-31,2339,"317,34",31,75.5,35,6.92
0091BB,2019-11-01,2019-11-30,2180,"295,91",30,72.7,35,6.92
0091BB,2019-12-01,2019-12-31,2144,"291,05",31,69.2,35,6.92
0091BB,2020-01-01,2020-01-31,2117,"278,95",31,68.3,35,6.92
0091BB,2020-02-01,2020-02-29,2082,"274,37",29,71.8,35,6.92
0091BB,2020-03-01,2020-03-31,2078,"273,84",31,67.0,35,6.92
0091BB,2020-04-01,2020-04-30,2106,"277,51",30,70.2,35,6.92
0091BB,2020-05-01,2020-05-31,2177,"286,80",31,70.2,35,6.92
0091BB,2020-06-01,2020-06-30,2205,"290,46",30,73.5,35,6.92
0091BB,2020-07-01,2020-07-31,2299,"302,76",31,74.2,35,6.92
0091BB,2020-08-01,2020-08-31,2319,"305,37",31,74.8,35,6.92
0091BB,2020-09-01,2020-09-30,2170,"283,02",30,72.3,35,6.92
0091BB,2020-10-01,2020-10-31,2218,"289,23",31,71.5,35,6.92
0091BB,2020-11-01,2020-11-30,2043,"266,57",30,68.1,35,6.92
0091BR,2018-01-01,2018-01-31,3741,"413,75",31,120.7,22,9.51
0091BR,2018-02-01,2018-02-28,3365,"373,59",28,120.2,22,9.51
0091BR,2018-03-01,2018-03-31,3810,"421,21",31,122.9,22,9.51
0091BR,2018-04-01,2018-04-30,3961,"436,07",30,132.0,22,9.51
0091BR,2018-05-01,2018-05-31,4328,"591,30",31,139.6,22,9.51
0091BR,2018-06-01,2018-06-30,4435,"484,43",30,147.8,22,9.51
0091BR,2018-07-01,2018-07-31,4499,"483,73",31,145.1,22,9.51
0091BR,2018-08-01,2018-08-31,4557,"489,16",31,147.0,22,9.51
0091BR,2018-09-01,2018-09-30,4048,"440,08",30,134.9,22,9.51
0091BR,2018-10-01,2018-10-31,3878,"422,50",31,125.1,22,9.51
0091BR,2018-11-01,2018-11-30,3567,"389,80",30,118.9,22,9.51
